No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
85.00,Dashboard Interactive with Widgets ,Tablero Interactivo con Aplicaciones ,M,Grisel Carolina Campos Gomez ,3.00,2.00,1.00,MX/a/2018/002751,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
85.00,Dashboard Interactive with Widgets ,Tablero Interactivo con Aplicaciones ,M,Lorena Iliana Vivanco Castillo ,3.00,2.00,1.00,MX/a/2018/002751,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
86.00,Safety Fitness Tracker ,Seguidor de Seguridad de Estado Físico ,H,Jose carlos Palos Serrano ,3.00,0.00,3.00,MX/a/2018/002757,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
86.00,Safety Fitness Tracker ,Seguidor de Seguridad de Estado Físico ,H,Luis Javier del Real Ibañez ,3.00,0.00,3.00,MX/a/2018/002757,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
86.00,Safety Fitness Tracker ,Seguidor de Seguridad de Estado Físico ,H,Rogelio Manuel Zamora Sanchez ,3.00,0.00,3.00,MX/a/2018/002757,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
87.00,Tuning Tablet for Hands Free Servies and Libraries ,Tableta de Pues a Punto Para Servicios y Librerías de Manos Libres ,H,Jorge Eduardo Flores Salcido ,3.00,1.00,2.00,MX/a/2018/002755,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
87.00,Tuning Tablet for Hands Free Servies and Libraries ,Tableta de Pues a Punto Para Servicios y Librerías de Manos Libres ,H,Juan José Pacho Mendez ,3.00,1.00,2.00,MX/a/2018/002755,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
87.00,Tuning Tablet for Hands Free Servies and Libraries ,Tableta de Pues a Punto Para Servicios y Librerías de Manos Libres ,M,Karen Anaid Sanchez Ramirez,3.00,1.00,2.00,MX/a/2018/002755,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
88.00,Filing Fuel Volume and Quality Display System ,Sistema de Despliegue de Volumen y Calidad de Combustible de Llenado ,H,Ivan Sanchez Ferrusca,4.00,0.00,4.00,MX/a/2018/002753,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
88.00,Filing Fuel Volume and Quality Display System ,Sistema de Despliegue de Volumen y Calidad de Combustible de Llenado ,H,Luis Eduardo Herrera Olmedo ,4.00,0.00,4.00,MX/a/2018/002753,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
88.00,Filing Fuel Volume and Quality Display System ,Sistema de Despliegue de Volumen y Calidad de Combustible de Llenado ,H,Omar Sadrach Reyes Baron ,4.00,0.00,4.00,MX/a/2018/002753,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
88.00,Filing Fuel Volume and Quality Display System ,Sistema de Despliegue de Volumen y Calidad de Combustible de Llenado ,H,Oscar Eduardo Commer Hernandez,4.00,0.00,4.00,MX/a/2018/002753,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
89.00,Alarm System for Lighting Beams Off During Nighttime Driving ,Sistema de Alarma para Luces de Cruve Apagadas Durante la Conducción de Noche ,H,Cesar Alejandro Santana Castañeda ,2.00,0.00,2.00,MX/a/2018/002748 ,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
89.00,Alarm System for Lighting Beams Off During Nighttime Driving ,Sistema de Alarma para Luces de Cruve Apagadas Durante la Conducción de Noche ,H,Jorge de Jesus Rodriguez Mauricio ,2.00,0.00,2.00,MX/a/2018/002748 ,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
90.00,Lights Off Alert ,Alertas de Luces Apagadas ,H,Adalberto Amaya Garcia ,2.00,0.00,2.00,MX/a/2018/002756,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
90.00,Lights Off Alert ,Alertas de Luces Apagadas ,H,Norzagaray Contreras Alejandro ,2.00,0.00,2.00,MX/a/2018/002756,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
91.00,PWL (Parked Warning Lights) ,Luces de Advertencia de Estacionado ,H,Mario Alberto Recinos Silva ,3.00,0.00,3.00,MX/a/2018/002754,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
91.00,PWL (Parked Warning Lights) ,Luces de Advertencia de Estacionado ,H,Rodolfo Lopez Govea ,3.00,0.00,3.00,MX/a/2018/002754,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
91.00,PWL (Parked Warning Lights) ,Luces de Advertencia de Estacionado ,H,Victor Hugo Rico Osuna ,3.00,0.00,3.00,MX/a/2018/002754,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
92.00,Pet Friendly Seat ,Asiento Apto Para Mascotas ,M,Mirna Angelica Sanchez Velazquez ,3.00,1.00,2.00,MX/a/2018/002750,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
92.00,Pet Friendly Seat ,Asiento Apto Para Mascotas ,H,Eliseo Vargas Mascoro,3.00,1.00,2.00,MX/a/2018/002750,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
92.00,Pet Friendly Seat ,Asiento Apto Para Mascotas ,H,Roberto Adrian Espinoza Lopez ,3.00,1.00,2.00,MX/a/2018/002750,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
93.00,NFC Key FOB,Control Remoto Tipo Llavro de Comunicación de Campo cercano ,H,Aharon Armando  Campos Gomez ,3.00,0.00,3.00,MX/a/2018/002749,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
93.00,NFC Key FOB,Control Remoto Tipo Llavro de Comunicación de Campo cercano ,H,Christopherson Tadeo Torres Martinez ,3.00,0.00,3.00,MX/a/2018/002749,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
93.00,NFC Key FOB,Control Remoto Tipo Llavro de Comunicación de Campo cercano ,H,Julian Cuauhtli Garcia Mendez ,3.00,0.00,3.00,MX/a/2018/002749,02/03/2018,2017,Abandonada,78.00,69.00,9.00,26.00,"$1,204,500.00","$445,500.00",$0.00,"$1,650,000.00",84.00
94.00,Smart Battery Terminal Plugging,Dispositivo de Conexión Inteligente a Temrinal de Baterias ,H,Luis Emilio Elizondo Portilla ,3.00,0.00,3.00,MX/a/2018/013355,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
94.00,Smart Battery Terminal Plugging,Dispositivo de Conexión Inteligente a Temrinal de Baterias ,H,Christian Fernando Barragan Romero ,3.00,0.00,3.00,MX/a/2018/013355,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
94.00,Smart Battery Terminal Plugging,Dispositivo de Conexión Inteligente a Temrinal de Baterias ,H,Carlos Tovar Altamirano ,3.00,0.00,3.00,MX/a/2018/013355,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
95.00,Assisted Traffic Merge ,Sistema Asistido para Incorporarse al Trafico Vehicular ,M,Maura Jazmin Alcalá segura ,3.00,1.00,2.00,MX/a/2018/013359,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
95.00,Assisted Traffic Merge ,Sistema Asistido para Incorporarse al Trafico Vehicular ,H,Jose Uriel Uribe Rivera ,3.00,1.00,2.00,MX/a/2018/013359,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
95.00,Assisted Traffic Merge ,Sistema Asistido para Incorporarse al Trafico Vehicular ,H,Luis Felpe Villavvencio Velazquez ,3.00,1.00,2.00,MX/a/2018/013359,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
96.00,Dynamic Restrainment During Crash ,Sistema Automotriz de Control Dinámico de Bolsa de Are y Cinturón de Seguridad de un Veículo Durante Accidente ,H,Eduardo Ramírez Gómez ,1.00,0.00,1.00,MX/a/2018/013357,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
97.00,Wide Angle Vision Using Actual Rear Camara ,Sistema de Visibilidad Angular Trasera para Vehículo ,H,Antonio Rios Cortés ,1.00,0.00,1.00,Mx/a/2018/013272,30/10/2018,2018,Otorgada ,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
98.00,Electromagnetic Brake System Powered by Engine Heat ,Sistema de Frenado Electromagnético Energizado por Calor del Motor ,H,Victor Hugo Olivo Echavarri ,3.00,1.00,2.00,MX/a/2018/013360,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
98.00,Electromagnetic Brake System Powered by Engine Heat ,Sistema de Frenado Electromagnético Energizado por Calor del Motor ,H,Oscar Eduardo Beltran Martínez,3.00,1.00,2.00,MX/a/2018/013360,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
98.00,Electromagnetic Brake System Powered by Engine Heat ,Sistema de Frenado Electromagnético Energizado por Calor del Motor ,M,Elva Joselin Bribiesca Ramos ,3.00,1.00,2.00,MX/a/2018/013360,31/10/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
99.00,Under Set Camera Set ,Conjunto de Cámaras Bajo los Asientos de un Automovil ,H,Jose de Jesús Ororio Meza ,2.00,0.00,2.00,MX/a/2018/014244,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
99.00,Under Set Camera Set ,Conjunto de Cámaras Bajo los Asientos de un Automovil ,H,Antonio Aguilera Cortés ,2.00,0.00,2.00,MX/a/2018/014244,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
100.00,Driveless Capsule With Automated Lifting Columns,Interfaz Hombre-Máquina de Motocicleta con Base en Ángulo de Inclinación ,H,David Pineda Deom ,1.00,0.00,1.00,MX/a/2018/013968,14/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
101.00,Car Roof Objects Detection System ,Sistema de Detección de Obtjetos de Techo de Automovil ,H,Gerardo Rosas Cholula ,3.00,2.00,1.00,MX/a/2018/014241,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
101.00,Car Roof Objects Detection System ,Sistema de Detección de Obtjetos de Techo de Automovil ,M,Janet Alejandra Valencia Carbajal ,3.00,2.00,1.00,MX/a/2018/014241,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
101.00,Car Roof Objects Detection System ,Sistema de Detección de Obtjetos de Techo de Automovil ,M,Siglendy Naina Murguia Flores ,3.00,2.00,1.00,MX/a/2018/014241,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
102.00,Intelligent Control of Rear Lights When Damaged ,Control Inteligente de Luces Traseras Cuando se Dañan ,H,Carlos Manuel Rodriguez Vega ,4.00,0.00,4.00,MX/a/2018/014242,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
102.00,Intelligent Control of Rear Lights When Damaged ,Control Inteligente de Luces Traseras Cuando se Dañan ,H,Juan Yañez Macias ,4.00,0.00,4.00,MX/a/2018/014242,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
102.00,Intelligent Control of Rear Lights When Damaged ,Control Inteligente de Luces Traseras Cuando se Dañan ,H,Omar Rodrigo Muñoz Gomez ,4.00,0.00,4.00,MX/a/2018/014242,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
102.00,Intelligent Control of Rear Lights When Damaged ,Control Inteligente de Luces Traseras Cuando se Dañan ,H,Gibran Pacheco López ,4.00,0.00,4.00,MX/a/2018/014242,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
103.00,Scream Detector Application to Alert Nearby Drivers,Detector de Gritos para Alertar al Conductor en el Interior del Vehíuclo ,H,Paolo Renzo Alcantara Cadillo ,1.00,0.00,1.00,MX/a/2018/014243,20/11/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
104.00,Traffic Monitor for Perpendicular Streets,Sistema de Visibilidad Angular para Vehículo para Calles Perpendiculaes ,M,Liz Nicandi Castillo Jimenez ,4.00,1.00,3.00,MX/a/2018/015424,11/12/2018,2018,Otorgada ,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
104.00,Traffic Monitor for Perpendicular Streets,Sistema de Visibilidad Angular para Vehículo para Calles Perpendiculaes ,H,Jonathan Gerardo Gutierrez Castorena ,4.00,1.00,3.00,MX/a/2018/015424,11/12/2018,2018,Otorgada ,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
104.00,Traffic Monitor for Perpendicular Streets,Sistema de Visibilidad Angular para Vehículo para Calles Perpendiculaes ,H,Antonio Lopez Carillo ,4.00,1.00,3.00,MX/a/2018/015424,11/12/2018,2018,Otorgada ,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
104.00,Traffic Monitor for Perpendicular Streets,Sistema de Visibilidad Angular para Vehículo para Calles Perpendiculaes ,H,Manuel Oswaldo Martinez escalante ,4.00,1.00,3.00,MX/a/2018/015424,11/12/2018,2018,Otorgada ,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
105.00,Display of Driver and Passenger Face on Monitoring/Entertainment System For a Child Seat ,Sistema de Monitor y Pantalla para Asieno de Niño ,H,Hector de Lira Hernandez ,4.00,0.00,4.00,MX/a/2018/015426,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
105.00,Display of Driver and Passenger Face on Monitoring/Entertainment System For a Child Seat ,Sistema de Monitor y Pantalla para Asieno de Niño ,H,Mario Gutierrez Esquivel ,4.00,0.00,4.00,MX/a/2018/015426,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
105.00,Display of Driver and Passenger Face on Monitoring/Entertainment System For a Child Seat ,Sistema de Monitor y Pantalla para Asieno de Niño ,H,José Gerardo Navarrete Delgadillo ,4.00,0.00,4.00,MX/a/2018/015426,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
105.00,Display of Driver and Passenger Face on Monitoring/Entertainment System For a Child Seat ,Sistema de Monitor y Pantalla para Asieno de Niño ,H,Gerardo Ornelas Bañuelos ,4.00,0.00,4.00,MX/a/2018/015426,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
106.00,Auto Gym ,Sistema de Gymnasio para Automóvil ,H,Arturo Alejo ,3.00,0.00,3.00,MX/a/2018/015428,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
106.00,Auto Gym ,Sistema de Gymnasio para Automóvil ,H,Fernando Garcia Limon ,3.00,0.00,3.00,MX/a/2018/015428,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
106.00,Auto Gym ,Sistema de Gymnasio para Automóvil ,H,Luis Fernando Espitia Orozco ,3.00,0.00,3.00,MX/a/2018/015428,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
107.00,Under Beam Light ,Sistema de Iluminación Frontal de Vehículo Motorizado con Haz de Luz Reducida ,H,Jose Alfredo Gallardo Marquez ,3.00,0.00,3.00,MX/a/2018/015423,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
107.00,Under Beam Light ,Sistema de Iluminación Frontal de Vehículo Motorizado con Haz de Luz Reducida ,H,Oscar Hernandez Cortez ,3.00,0.00,3.00,MX/a/2018/015423,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
107.00,Under Beam Light ,Sistema de Iluminación Frontal de Vehículo Motorizado con Haz de Luz Reducida ,H,Jose Martin Quintero Lopez ,3.00,0.00,3.00,MX/a/2018/015423,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
108.00,VDD - Vehicle Damage Detector,Detector de Daños de Vehículo ,H,Alonso Reibel Alonso Corral ,3.00,0.00,3.00,MX/a/2018/015427,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
108.00,VDD - Vehicle Damage Detector,Detector de Daños de Vehículo ,H,Carlos Eduardo Martinez Rocha ,3.00,0.00,3.00,MX/a/2018/015427,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
108.00,VDD - Vehicle Damage Detector,Detector de Daños de Vehículo ,H,Jesús Hector Yepiz Urbina ,3.00,0.00,3.00,MX/a/2018/015427,11/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
109.00,Wireless Vehicle Horn System,Sistema Inhalambrico de Claxón de Vehículo ,H,Alberto Anciso Lizarraga ,3.00,0.00,3.00,MX/a/2018/015754,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
109.00,Wireless Vehicle Horn System,Sistema Inhalambrico de Claxón de Vehículo ,H,Carlos Eduardo Lopez Zepeda ,3.00,0.00,3.00,MX/a/2018/015754,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
109.00,Wireless Vehicle Horn System,Sistema Inhalambrico de Claxón de Vehículo ,H,Cesareo Urias Angulo ,3.00,0.00,3.00,MX/a/2018/015754,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
110.00,Head-Up Display with Natural Light Source ,Pantalla de Instrumentos Auxiliar con Fuente de Luz Natural ,H,Marcelo Vaca Pereira Ghirghi,4.00,0.00,4.00,MX/a/2018/015752,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
110.00,Head-Up Display with Natural Light Source ,Pantalla de Instrumentos Auxiliar con Fuente de Luz Natural ,H,Johan Gomez Martínez ,4.00,0.00,4.00,MX/a/2018/015752,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
110.00,Head-Up Display with Natural Light Source ,Pantalla de Instrumentos Auxiliar con Fuente de Luz Natural ,H,Luis Ernesto Quiroz de la Mora ,4.00,0.00,4.00,MX/a/2018/015752,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
110.00,Head-Up Display with Natural Light Source ,Pantalla de Instrumentos Auxiliar con Fuente de Luz Natural ,H,Ulises Mendoza de la Torre ,4.00,0.00,4.00,MX/a/2018/015752,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
111.00,Inhibit Search for Electrical Devices Using Pase System ,Inhibición de Busqueda de Dispositivos Eléctricos Utilizndo el sistema PASE ,H,Israel Vigueras Iturbe ,1.00,0.00,1.00,MX/a/2018/015616,13/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
112.00,Active seat and Handle for Crash Assistance on Motorcycles ,Seguridad Pasiva para Vehículos de Dos o Tres ruedas ,H,Jose Eduardo de la Torre Navarro ,3.00,0.00,3.00,MX/a/2018/015753,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
112.00,Active seat and Handle for Crash Assistance on Motorcycles ,Seguridad Pasiva para Vehículos de Dos o Tres ruedas ,H,Allan Hersain Garcia Cardenas ,3.00,0.00,3.00,MX/a/2018/015753,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
112.00,Active seat and Handle for Crash Assistance on Motorcycles ,Seguridad Pasiva para Vehículos de Dos o Tres ruedas ,H,Arturo Gonzalez Laurel ,3.00,0.00,3.00,MX/a/2018/015753,14/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
113.00,Seat Belt Pretention for Body Postural Support Enable by Display ,Pretensión de Cinturón de Seguridad para Soporte de Postural del Cuerpo Habilitado por Pantalla ,M,Raquel Agraz Franco ,4.00,3.00,1.00,MX/a/2018/015617,13/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
113.00,Seat Belt Pretention for Body Postural Support Enable by Display ,Pretensión de Cinturón de Seguridad para Soporte de Postural del Cuerpo Habilitado por Pantalla ,M,Karla Yuritza Espiritu Sandoval ,4.00,3.00,1.00,MX/a/2018/015617,13/12/2018,2018,Abandonada,72.00,61.00,11.00,26.00,"$753,300.00","$562,500.00",$0.00,"$1,315,800.00",72.00
